Order_ID,Agent_Age,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Agent_Rating,Distance
nudj930250051,34,22.310237,73.158921,22.380237,73.228921,2022-03-29,1900-01-01 17:50:00,1900-01-01 17:55:00,Fog,medium,scooter ,Metropolitian ,150,Outdoors,4.5,10.602521946321813
ixst971426954,38,27.16185,78.040165,27.25185,78.130165,2022-02-16,1900-01-01 23:10:00,1900-01-01 23:20:00,Stormy,low,motorcycle ,Metropolitian ,140,Home,4.9,13.392803686282717
epqo617115133,26,19.12663,72.829976,19.13663,72.839976,2022-03-26,1900-01-01 11:50:00,1900-01-01 12:05:00,Sunny,high,motorcycle ,Urban ,14,Grocery,4.6,1.5297253982538181
dkvz876862315,24,12.323994,76.626167,12.343994,76.646167,2022-03-09,1900-01-01 10:40:00,1900-01-01 10:55:00,Stormy,low,scooter ,Urban ,85,Kitchen,4.8,3.1089879891236145
ihnu514962174,35,0.0,0.0,0.08,0.08,2022-02-12,1900-01-01 20:20:00,1900-01-01 20:35:00,Windy,jam,motorcycle ,Metropolitian ,225,Skincare,4.8,12.580285199006964
dfyy949417213,36,26.913987,75.752891,26.933987,75.772891,2022-03-30,1900-01-01 09:25:00,1900-01-01 09:30:00,Cloudy,low,motorcycle ,Metropolitian ,85,Kitchen,4.7,2.9795010710880154
whgx380920226,23,13.005801,80.250744,13.085801,80.330744,2022-03-23,1900-01-01 23:35:00,1900-01-01 23:50:00,Cloudy,low,motorcycle ,Metropolitian ,110,Kitchen,5.0,12.41899882613173
epuj428385727,26,19.091458,72.827808,19.121458,72.857808,2022-03-01,1900-01-01 18:50:00,1900-01-01 18:55:00,Sunny,medium,scooter ,Urban ,10,Grocery,4.7,4.589505825667041
dqug743314878,38,22.307898,73.167788,22.347898,73.207788,2022-03-30,1900-01-01 17:00:00,1900-01-01 17:10:00,Sunny,medium,scooter ,Urban ,90,Kitchen,4.8,6.058931516467489
lzhb104348126,31,22.514585,88.39331,22.574585,88.45331,2022-02-13,1900-01-01 20:45:00,1900-01-01 21:00:00,Cloudy,jam,motorcycle ,Metropolitian ,130,Sports,4.5,9.081860706393675
arju604853928,21,21.183434,72.814492,21.233434,72.864492,2022-03-13,1900-01-01 18:30:00,1900-01-01 18:45:00,Cloudy,medium,motorcycle ,Other,110,Home,4.6,7.601077042808652
ooje201020639,29,23.333017,85.3172,23.383017,85.3672,2022-03-30,1900-01-01 19:55:00,1900-01-01 20:10:00,Cloudy,jam,motorcycle ,Metropolitian ,110,Jewelry,4.9,7.547368096188807
gxnv247389344,26,22.310329,73.169083,22.320329,73.179083,2022-03-19,1900-01-01 09:30:00,1900-01-01 09:45:00,Windy,low,motorcycle ,Metropolitian ,95,Clothing,4.4,1.5147958137109587
wffv815098769,23,12.933298,77.614293,13.063298,77.744293,2022-03-12,1900-01-01 19:45:00,1900-01-01 19:55:00,Sandstorms,jam,motorcycle ,Metropolitian ,100,Skincare,4.6,20.182755992404317
wbqj263224357,39,23.354422,85.3329,23.404422,85.3829,2022-03-01,1900-01-01 22:10:00,1900-01-01 22:20:00,Cloudy,low,motorcycle ,Metropolitian ,135,Sports,4.7,7.546810965140631
sklp754030031,34,19.121999,72.908493,19.161999,72.948493,2022-03-07,1900-01-01 15:40:00,1900-01-01 15:55:00,Sunny,medium,scooter ,Urban ,95,Clothing,5.0,6.1187202982144875
jhdz401208411,28,11.025083,77.015393,11.055083,77.045393,2022-03-24,1900-01-01 20:55:00,1900-01-01 21:10:00,Fog,jam,scooter ,Metropolitian ,100,Skincare,4.9,4.674158230768449
qzfb876735492,39,13.091809,80.219104,13.101809,80.229104,2022-03-26,1900-01-01 11:15:00,1900-01-01 11:20:00,Sandstorms,high,scooter ,Metropolitian ,33,Grocery,4.2,1.552218707729946
zrkh519266346,38,17.483216,78.552111,17.493216,78.562111,2022-04-05,1900-01-01 10:30:00,1900-01-01 10:40:00,Fog,low,scooter ,Urban ,15,Grocery,4.7,1.536623458070066
dysf153025141,27,11.025083,77.015393,11.085083,77.075393,2022-03-01,1900-01-01 18:20:00,1900-01-01 18:30:00,Stormy,medium,motorcycle ,Metropolitian ,95,Jewelry,4.9,9.348081835624752
jvdk649608100,35,25.453436,81.833167,25.483436,81.863167,2022-02-17,1900-01-01 21:50:00,1900-01-01 21:55:00,Sunny,jam,scooter ,Urban ,75,Sports,4.8,4.494234006053361
zdoh092529184,35,17.424114,78.347554,17.444114,78.367554,2022-03-26,1900-01-01 11:10:00,1900-01-01 11:20:00,Cloudy,high,motorcycle ,Urban ,140,Kitchen,4.6,3.0736818319155996
wcnj766326897,35,22.727021,75.884167,22.797021,75.954167,2022-03-08,1900-01-01 21:20:00,1900-01-01 21:30:00,Windy,jam,motorcycle ,Metropolitian ,180,Clothing,4.8,10.587788270291878
jcpe013381421,20,23.230791,77.43702,23.280791,77.48702,2022-02-11,1900-01-01 18:00:00,1900-01-01 18:15:00,Stormy,medium,scooter ,Metropolitian ,21,Grocery,4.7,7.550022867010276
bbjh476504021,38,19.131141,72.813074,19.19114,72.873074,2022-04-01,1900-01-01 18:15:00,1900-01-01 18:20:00,Cloudy,medium,scooter ,Metropolitian ,90,Shoes,4.8,9.177497313006926
zpna929052066,36,18.563934,73.915367,18.673935,74.025367,2022-04-02,1900-01-01 21:25:00,1900-01-01 21:40:00,Sandstorms,jam,scooter ,Metropolitian ,155,Toys,3.8,16.851394307019227
ccnr488509764,22,23.353783,85.326967,23.403783,85.376967,2022-04-03,1900-01-01 19:45:00,1900-01-01 19:55:00,Windy,jam,scooter ,Urban ,140,Snacks,4.7,7.546827603350671
cfhu822617281,30,12.979096,77.640625,13.089096,77.750625,2022-03-25,1900-01-01 00:00:00,1900-01-01 00:10:00,Windy,low,scooter ,Metropolitian ,130,Clothing,4.6,17.07651608266848
ywzc578276300,25,11.022477,76.995667,11.082477,77.055667,2022-03-07,1900-01-01 18:55:00,1900-01-01 19:05:00,Sandstorms,medium,motorcycle ,Urban ,60,Snacks,4.7,9.348122588663651
lmfu333544668,36,22.307898,73.167788,22.357898,73.217788,2022-03-07,1900-01-01 22:35:00,1900-01-01 22:40:00,Sunny,low,motorcycle ,Metropolitian ,145,Apparel,4.8,7.5735391526889275
snua054998769,28,17.431668,78.408321,17.481668,78.458321,2022-03-30,1900-01-01 20:40:00,1900-01-01 20:45:00,Stormy,jam,scooter ,Metropolitian ,120,Snacks,4.7,7.683751544217764
fgll449582692,28,23.351058,85.325731,23.391058,85.365731,2022-03-11,1900-01-01 17:00:00,1900-01-01 17:15:00,Sunny,medium,scooter ,Urban ,55,Skincare,4.6,6.037623026593499
elqx886823325,38,15.544419,73.755736,15.634419,73.845736,2022-02-12,1900-01-01 19:00:00,1900-01-01 19:05:00,Sunny,medium,scooter ,Urban ,80,Outdoors,4.5,13.894935576325688
ppwt798233873,25,18.530963,73.828972,18.560963,73.858972,2022-03-15,1900-01-01 22:25:00,1900-01-01 22:35:00,Cloudy,low,scooter ,Metropolitian ,85,Apparel,4.9,4.596744619902203
syuh622853946,30,11.022169,76.999594,11.072169,77.049594,2022-03-13,1900-01-01 17:50:00,1900-01-01 17:55:00,Fog,medium,motorcycle ,Metropolitian ,125,Shoes,5.0,7.7901713674485
vjul560631263,37,11.001753,76.986241,11.011753,76.996241,2022-03-13,1900-01-01 10:30:00,1900-01-01 10:40:00,Cloudy,low,scooter ,Metropolitian ,90,Home,4.8,1.5581393913660335
jtyb665748468,35,26.921411,75.793604,27.031411,75.903604,2022-04-06,1900-01-01 21:30:00,1900-01-01 21:35:00,Windy,jam,scooter ,Metropolitian ,160,Skincare,3.8,16.383878702193932
mcei556826843,30,21.175104,72.804342,21.285104,72.914342,2022-04-04,1900-01-01 22:00:00,1900-01-01 22:15:00,Stormy,jam,scooter ,Metropolitian ,185,Electronics,3.6,16.72122628793177
hbdf372141578,32,12.949934,77.699386,12.959934,77.709386,2022-03-09,1900-01-01 09:50:00,1900-01-01 10:05:00,Stormy,low,motorcycle ,Metropolitian ,140,Clothing,4.4,1.552651775274718
zjqe503133734,39,18.569156,73.774723,18.579156,73.784723,2022-04-01,1900-01-01 10:55:00,1900-01-01 11:05:00,Fog,low,motorcycle ,Urban ,95,Toys,4.8,1.5321284008223666
ouxb500741833,38,26.90294,75.793007,26.96294,75.853007,2022-04-05,1900-01-01 21:55:00,1900-01-01 22:10:00,Fog,jam,motorcycle ,Metropolitian ,135,Home,5.0,8.93818869942275
yway073344258,23,21.157735,72.768778,21.237735,72.848778,2022-03-18,1900-01-01 20:40:00,1900-01-01 20:50:00,Sandstorms,jam,motorcycle ,Metropolitian ,160,Apparel,4.2,12.162132506035345
abvi471090977,37,12.321214,76.621094,12.361214,76.661094,2022-03-28,1900-01-01 14:45:00,1900-01-01 15:00:00,Sunny,high,scooter ,Metropolitian ,120,Skincare,4.5,6.217892236064791
azwj852419682,38,18.593481,73.785901,18.673481,73.865901,2022-03-16,1900-01-01 23:45:00,1900-01-01 00:00:00,Windy,low,motorcycle ,Metropolitian ,145,Books,4.9,12.255005238386401
ujkm991785427,32,0.0,0.0,0.04,0.04,2022-03-28,1900-01-01 13:40:00,1900-01-01 13:50:00,Fog,high,scooter ,Metropolitian ,125,Snacks,4.6,6.290143365938739
sjdf533179381,30,26.910262,75.783013,27.000262,75.873013,2022-03-02,1900-01-01 17:20:00,1900-01-01 17:30:00,Windy,medium,motorcycle ,Metropolitian ,165,Books,4.3,13.406106787958063
wbmq596917242,34,12.970324,77.645748,13.060324,77.735748,2022-03-02,1900-01-01 20:00:00,1900-01-01 20:10:00,Stormy,jam,scooter ,Metropolitian ,200,Outdoors,4.1,13.972211058716233
xbwf008704744,31,17.429585,78.392621,17.459585,78.422621,2022-03-15,1900-01-01 20:55:00,1900-01-01 21:05:00,Stormy,jam,motorcycle ,Metropolitian ,155,Skincare,4.0,4.610396609644136
gzfr963529858,38,22.311603,73.165012,22.341603,73.195012,2022-04-01,1900-01-01 21:30:00,1900-01-01 21:35:00,Stormy,jam,scooter ,Metropolitian ,160,Electronics,4.8,4.5442181182226795
yqva164231827,25,21.160437,72.774209,21.290437,72.904209,2022-03-12,1900-01-01 20:30:00,1900-01-01 20:35:00,Sandstorms,jam,scooter ,Other,80,Home,4.6,19.761739057359186
xyyn048982179,31,13.02978,80.208812,13.15978,80.338812,2022-04-02,1900-01-01 17:15:00,1900-01-01 17:30:00,Stormy,medium,scooter ,Metropolitian ,150,Snacks,4.8,20.178921585879735
sksp633257690,21,18.546258,73.904337,18.636258,73.994337,2022-03-02,1900-01-01 17:55:00,1900-01-01 18:10:00,Sandstorms,medium,motorcycle ,Urban ,195,Books,4.4,13.788499797847928
zttu486770955,37,11.02091,76.940432,11.09091,77.010432,2022-03-08,1900-01-01 17:25:00,1900-01-01 17:35:00,Sandstorms,medium,van,Metropolitian ,195,Snacks,4.2,10.906080282761609
ynte151163121,22,11.022477,76.995667,11.132477,77.105667,2022-03-12,1900-01-01 17:15:00,1900-01-01 17:25:00,Stormy,medium,motorcycle ,Metropolitian ,150,Toys,4.6,17.13750624913771
zxbo544001121,24,21.186884,72.793616,21.316884,72.923616,2022-03-18,1900-01-01 20:20:00,1900-01-01 20:25:00,Sandstorms,jam,motorcycle ,Metropolitian ,175,Skincare,4.8,19.76009100596115
rxsl236260538,26,26.892312,75.806896,26.932312,75.846896,2022-03-24,1900-01-01 15:30:00,1900-01-01 15:45:00,Sandstorms,medium,motorcycle ,Metropolitian ,140,Electronics,4.9,5.959275127209691
gtpq528213779,33,19.055831,72.833984,19.105831,72.883984,2022-03-05,1900-01-01 20:35:00,1900-01-01 20:50:00,Stormy,jam,motorcycle ,Metropolitian ,125,Electronics,4.6,7.649734968699055
uizk791300650,34,18.569156,73.774723,18.589156,73.794723,2022-04-03,1900-01-01 12:00:00,1900-01-01 12:05:00,Sandstorms,high,motorcycle ,Urban ,150,Clothing,4.9,3.0642142605684572
rnxe169236609,33,19.091458,72.827808,19.131458,72.867808,2022-03-11,1900-01-01 12:55:00,1900-01-01 13:05:00,Sunny,high,scooter ,Urban ,85,Apparel,5.0,6.119253795290777
dhpp321348306,25,21.175975,72.795503,21.255975,72.875503,2022-03-14,1900-01-01 21:25:00,1900-01-01 21:35:00,Sandstorms,jam,motorcycle ,Metropolitian ,175,Jewelry,4.0,12.161433960486614
ywxc087983672,22,23.374989,85.335486,23.384989,85.345486,2022-03-07,1900-01-01 08:25:00,1900-01-01 08:30:00,Cloudy,low,motorcycle ,Metropolitian ,90,Cosmetics,5.0,1.5093592763890418
etbs054349621,21,21.17106,72.789292,21.23106,72.849292,2022-03-19,1900-01-01 22:10:00,1900-01-01 22:20:00,Fog,low,motorcycle ,Metropolitian ,85,Snacks,4.6,9.121504143210457
auzn384622842,34,11.024839,77.007003,11.084839,77.067003,2022-04-03,1900-01-01 21:55:00,1900-01-01 22:00:00,Windy,jam,motorcycle ,Metropolitian ,225,Books,4.7,9.34808565172991
lucj930993614,24,0.0,0.0,0.08,0.08,2022-03-06,1900-01-01 22:15:00,1900-01-01 22:20:00,Sunny,low,motorcycle ,Metropolitian ,100,Outdoors,4.9,12.580285199006964
scvv475405382,21,26.914142,75.805704,26.954142,75.845704,2022-03-09,1900-01-01 15:20:00,1900-01-01 15:25:00,Fog,medium,motorcycle ,Urban ,90,Pet Supplies,4.9,5.958764472773996
gifj074075379,35,22.651847,75.881991,22.761847,75.991991,2022-03-27,1900-01-01 18:10:00,1900-01-01 18:25:00,Sunny,medium,motorcycle ,Metropolitian ,165,Cosmetics,4.7,16.6410379135367
ykgc916196394,22,23.232357,77.429989,23.342357,77.539989,2022-02-18,1900-01-01 22:45:00,1900-01-01 22:55:00,Stormy,low,motorcycle ,Metropolitian ,21,Grocery,5.0,16.60824757799909
xlrl957758595,35,18.539299,73.897902,18.649299,74.007902,2022-03-18,1900-01-01 21:45:00,1900-01-01 21:50:00,Sunny,jam,scooter ,Metropolitian ,90,Electronics,4.8,16.852467890852186
tuja213388049,31,17.458998,78.500366,17.548998,78.590366,2022-03-20,1900-01-01 20:30:00,1900-01-01 20:45:00,Fog,jam,scooter ,Metropolitian ,210,Sports,4.0,13.82903822590903
ugdo005560853,28,19.120083,72.907385,19.210083,72.997385,2022-03-04,1900-01-01 00:00:00,1900-01-01 00:10:00,Stormy,low,motorcycle ,Metropolitian ,75,Kitchen,4.9,13.766211455316668
wwrv654597561,37,0.0,0.0,0.09,0.09,2022-04-04,1900-01-01 20:20:00,1900-01-01 20:35:00,Fog,jam,motorcycle ,Metropolitian ,245,Snacks,4.8,14.152820238129527
cjkb682529361,39,18.55144,73.804855,18.58144,73.834855,2022-04-03,1900-01-01 23:35:00,1900-01-01 23:40:00,Sandstorms,low,motorcycle ,Urban ,125,Pet Supplies,4.3,4.596483595751105
jxwt554960674,21,21.160522,72.771477,21.290522,72.901477,2022-03-14,1900-01-01 19:50:00,1900-01-01 20:00:00,Fog,jam,motorcycle ,Metropolitian ,240,Electronics,4.5,19.76173376344513
hxnd770326699,28,12.914264,77.6784,12.934264,77.6984,2022-03-15,1900-01-01 08:25:00,1900-01-01 08:40:00,Windy,low,motorcycle ,Metropolitian ,23,Grocery,4.3,3.1054895957604916
wibp451597141,27,22.515082,88.36783,22.555082,88.40783,2022-02-15,1900-01-01 16:35:00,1900-01-01 16:50:00,Windy,medium,motorcycle ,Urban ,145,Snacks,4.7,6.054765787468055
vazc972517325,23,12.972532,77.608179,13.032532,77.668179,2022-03-09,1900-01-01 20:40:00,1900-01-01 20:50:00,Sandstorms,jam,motorcycle ,Metropolitian ,60,Home,4.9,9.315041677468741
rjbv743033535,37,19.131141,72.813074,19.19114,72.873074,2022-03-21,1900-01-01 22:45:00,1900-01-01 23:00:00,Fog,low,motorcycle ,Metropolitian ,135,Sports,4.7,9.177497313006926
iqjj263514185,25,12.310972,76.659264,12.400972,76.749264,2022-03-02,1900-01-01 19:50:00,1900-01-01 20:00:00,Stormy,jam,motorcycle ,Metropolitian ,140,Books,4.8,13.989871645696294
hkba780132159,27,12.352058,76.60665,12.392058,76.64665,2022-03-15,1900-01-01 13:45:00,1900-01-01 13:55:00,Sunny,high,motorcycle ,Semi-Urban ,230,Sports,4.3,6.217534192936522
xzrq117276316,37,12.284747,76.625861,12.314747,76.655861,2022-03-28,1900-01-01 22:50:00,1900-01-01 23:00:00,Windy,low,scooter ,Metropolitian ,130,Cosmetics,4.5,4.663779204253599
rmgg309463866,23,30.892978,75.821847,31.022978,75.951847,2022-02-18,1900-01-01 20:35:00,1900-01-01 20:50:00,Sandstorms,jam,motorcycle ,Urban ,25,Grocery,4.9,19.042611818434583
erom032268806,27,22.753839,75.897429,22.883838,76.027429,2022-03-02,1900-01-01 21:20:00,1900-01-01 21:30:00,Sandstorms,jam,motorcycle ,Metropolitian ,190,Cosmetics,4.7,19.659187525367738
sips829228298,26,0.0,0.0,0.01,0.01,2022-02-15,1900-01-01 09:15:00,1900-01-01 09:25:00,Stormy,low,motorcycle ,Urban ,115,Pet Supplies,4.2,1.5725359013624185
ggsn961999178,20,13.058616,80.264151,13.188616,80.394151,2022-03-02,1900-01-01 22:45:00,1900-01-01 22:50:00,Windy,low,scooter ,Other,75,Toys,4.9,20.177770321879272
ebub567728147,22,17.410371,78.437225,17.440371,78.467225,2022-03-05,1900-01-01 18:35:00,1900-01-01 18:45:00,Windy,medium,motorcycle ,Metropolitian ,115,Shoes,4.5,4.610627981106997
tood644099767,28,19.1813,72.836191,19.2913,72.946191,2022-03-29,1900-01-01 22:20:00,1900-01-01 22:35:00,Windy,low,motorcycle ,Urban ,80,Shoes,4.7,16.821935949377004
sfpk364532425,21,27.160934,78.044095,27.250934,78.134095,2022-02-14,1900-01-01 19:40:00,1900-01-01 19:50:00,Sunny,jam,motorcycle ,Urban ,75,Home,4.9,13.392852297968231
xvjc759887428,37,12.98041,77.640489,13.03041,77.690489,2022-04-01,1900-01-01 23:20:00,1900-01-01 23:35:00,Fog,low,scooter ,Metropolitian ,18,Grocery,4.6,7.762490940796787
otjo959037883,25,22.308096,73.167753,22.328096,73.187753,2022-03-30,1900-01-01 10:40:00,1900-01-01 10:45:00,Stormy,low,motorcycle ,Metropolitian ,85,Snacks,4.5,3.0295639241066654
qoij311173971,22,23.359194,85.325447,23.389194,85.355447,2022-03-05,1900-01-01 19:40:00,1900-01-01 19:45:00,Fog,jam,motorcycle ,Metropolitian ,100,Electronics,4.9,4.528168320170964
nxqk892136794,34,0.0,0.0,0.06,0.06,2022-04-05,1900-01-01 20:15:00,1900-01-01 20:20:00,Stormy,jam,van,Metropolitian ,140,Clothing,4.5,9.435214569886142
hsip294182703,36,9.985497,76.276999,10.065497,76.356999,2022-02-12,1900-01-01 23:30:00,1900-01-01 23:45:00,Fog,low,motorcycle ,Urban ,185,Apparel,4.0,12.484608054426769
ngsu897137947,24,12.299524,76.64262,12.409524,76.75262,2022-03-16,1900-01-01 22:30:00,1900-01-01 22:45:00,Stormy,low,motorcycle ,Urban ,80,Toys,4.8,17.098777725980558
smzd684277618,34,22.695207,75.866059,22.785207,75.956059,2022-04-06,1900-01-01 17:55:00,1900-01-01 18:10:00,Windy,medium,van,Metropolitian ,27,Grocery,4.8,13.613869130091379
mooi657427666,24,18.51421,73.838429,18.60421,73.928429,2022-03-08,1900-01-01 19:45:00,1900-01-01 19:50:00,Stormy,jam,motorcycle ,Metropolitian ,140,Kitchen,4.9,13.789726504696159
sosf656040702,23,26.921411,75.793604,26.981411,75.853604,2022-03-30,1900-01-01 23:55:00,1900-01-01 00:10:00,Windy,low,van,Metropolitian ,75,Skincare,4.6,8.937540218568513
xdbl711015567,33,22.745049,75.892471,22.835049,75.982471,2022-03-04,1900-01-01 21:15:00,1900-01-01 21:25:00,Sunny,jam,scooter ,Metropolitian ,125,Shoes,4.5,13.611585523221796
ifyn279522165,23,23.374878,85.335739,23.484878,85.445739,2022-03-20,1900-01-01 22:20:00,1900-01-01 22:30:00,Fog,low,van,Metropolitian ,130,Snacks,4.7,16.600089565046083
mkov854924222,27,23.351489,85.324253,23.401489,85.374253,2022-03-13,1900-01-01 22:45:00,1900-01-01 22:55:00,Sandstorms,low,motorcycle ,Urban ,95,Kitchen,4.6,7.546887331090608
pxdf760012727,22,0.0,0.0,0.07,0.07,2022-03-27,1900-01-01 19:50:00,1900-01-01 20:00:00,Sandstorms,jam,motorcycle ,Metropolitian ,195,Sports,4.4,11.007749968275446
ntih719509116,38,26.47775,80.351569,26.52775,80.401569,2022-02-15,1900-01-01 21:25:00,1900-01-01 21:35:00,Cloudy,jam,scooter ,Metropolitian ,195,Kitchen,4.3,7.460993258803631
xiwb702665854,34,21.170096,72.789122,21.240096,72.859122,2022-03-31,1900-01-01 21:10:00,1900-01-01 21:25:00,Stormy,jam,van,Metropolitian ,210,Books,3.6,10.641619478242852
txxd433335739,24,19.22384,72.841347,19.31384,72.931347,2022-03-20,1900-01-01 21:35:00,1900-01-01 21:50:00,Sunny,jam,scooter ,Urban ,90,Apparel,4.8,13.762116112315773
nnmq555289643,38,12.337928,76.617889,12.447928,76.727889,2022-04-06,1900-01-01 19:50:00,1900-01-01 20:05:00,Fog,jam,scooter ,Metropolitian ,240,Kitchen,4.3,17.097550143936882
kkas549034701,25,23.264015,77.408236,23.374015,77.518236,2022-02-18,1900-01-01 18:50:00,1900-01-01 18:55:00,Sandstorms,medium,motorcycle ,Metropolitian ,135,Kitchen,4.7,16.606439099053897
zadl014265107,37,21.173493,72.801953,21.223493,72.851953,2022-04-05,1900-01-01 19:45:00,1900-01-01 19:55:00,Windy,jam,motorcycle ,Metropolitian ,185,Snacks,4.7,7.601314956224954
zsuq188608410,36,23.214459,77.434976,23.234459,77.454976,2022-02-11,1900-01-01 08:55:00,1900-01-01 09:00:00,Sandstorms,low,motorcycle ,Metropolitian ,130,Snacks,4.9,3.020333889480104
this990144566,30,10.000706,76.349516,10.010706,76.359516,2022-02-17,1900-01-01 10:35:00,1900-01-01 10:40:00,Sandstorms,low,motorcycle ,Metropolitian ,130,Snacks,4.7,1.560622945944357
ewqv824715436,33,22.745536,75.893106,22.855536,76.003106,2022-03-18,1900-01-01 22:35:00,1900-01-01 22:40:00,Cloudy,low,scooter ,Metropolitian ,135,Outdoors,4.7,16.635793731913804
zxzi952698988,23,26.911378,75.789034,27.051378,75.929034,2022-03-12,1900-01-01 17:45:00,1900-01-01 17:55:00,Sunny,medium,motorcycle ,Metropolitian ,125,Snacks,5.0,20.851800184798467
rbtp001288186,28,12.337978,76.616792,12.447978,76.726792,2022-03-10,1900-01-01 20:10:00,1900-01-01 20:15:00,Sandstorms,jam,motorcycle ,Urban ,110,Clothing,4.6,17.09754854330502
bwel617270958,33,19.874103,75.368419,19.924103,75.418419,2022-02-15,1900-01-01 21:10:00,1900-01-01 21:20:00,Sunny,jam,motorcycle ,Metropolitian ,115,Clothing,4.5,7.63156328434056
uwge797802975,38,30.361281,78.068022,30.401281,78.108022,2022-02-11,1900-01-01 14:45:00,1900-01-01 15:00:00,Cloudy,high,scooter ,Metropolitian ,135,Apparel,4.9,5.874157135288858
ongc321368056,25,12.939496,77.625999,13.069496,77.755999,2022-03-23,1900-01-01 21:45:00,1900-01-01 21:55:00,Sunny,jam,motorcycle ,Urban ,105,Skincare,4.7,20.182510484836808
fyun381887108,23,13.027018,80.254791,13.057018,80.284791,2022-03-09,1900-01-01 19:30:00,1900-01-01 19:40:00,Fog,jam,scooter ,Urban ,140,Sports,4.7,4.657159439886546
drjt166777414,35,23.416792,85.316842,23.476792,85.376842,2022-03-03,1900-01-01 22:30:00,1900-01-01 22:35:00,Windy,low,motorcycle ,Metropolitian ,130,Apparel,4.4,9.054065456160073
zmhw900208294,32,0.0,0.0,0.09,0.09,2022-03-25,1900-01-01 22:40:00,1900-01-01 22:45:00,Windy,low,motorcycle ,Metropolitian ,135,Toys,4.7,14.152820238129527
bryu592650833,36,12.939496,77.625999,13.029496,77.715999,2022-04-04,1900-01-01 21:55:00,1900-01-01 22:05:00,Windy,jam,scooter ,Metropolitian ,135,Electronics,4.5,13.973056357051405
noiy239222342,23,12.970324,77.645748,13.020324,77.695748,2022-03-13,1900-01-01 19:25:00,1900-01-01 19:30:00,Sunny,jam,motorcycle ,Metropolitian ,205,Books,3.8,7.762644588308441
arfc267340549,33,23.184992,77.417227,23.274992,77.507227,2022-02-14,1900-01-01 20:45:00,1900-01-01 20:55:00,Windy,jam,scooter ,Metropolitian ,170,Pet Supplies,4.1,13.591243573422997
tiaq589250392,34,23.374878,85.335739,23.504878,85.465739,2022-04-02,1900-01-01 18:55:00,1900-01-01 19:00:00,Cloudy,medium,motorcycle ,Metropolitian ,175,Electronics,4.5,19.61760837250497
ozye885751471,27,17.431477,78.40035,17.471477,78.44035,2022-03-01,1900-01-01 14:25:00,1900-01-01 14:30:00,Sunny,high,scooter ,Urban ,18,Grocery,4.6,6.147084711060653
mhcp008782916,24,12.975996,80.221898,13.015996,80.261898,2022-03-19,1900-01-01 12:45:00,1900-01-01 12:55:00,Fog,high,motorcycle ,Metropolitian ,130,Clothing,4.6,6.2101075256405105
vznp434791739,22,11.003008,76.97544,11.043008,77.01544,2022-03-17,1900-01-01 13:35:00,1900-01-01 13:50:00,Windy,high,scooter ,Urban ,85,Shoes,4.6,6.232388610637624
jgxq160749194,31,11.02091,76.940432,11.04091,76.960432,2022-03-24,1900-01-01 08:55:00,1900-01-01 09:05:00,Sunny,low,motorcycle ,Metropolitian ,130,Electronics,5.0,3.116153238010856
nqdj107406558,20,13.058616,80.264151,13.108616,80.314151,2022-03-19,1900-01-01 21:35:00,1900-01-01 21:45:00,Fog,jam,van,Metropolitian ,145,Cosmetics,5.0,7.761295704784144
sxrq110429513,20,13.081878,80.248519,13.211878,80.378519,2022-03-25,1900-01-01 19:35:00,1900-01-01 19:45:00,Fog,jam,motorcycle ,Metropolitian ,245,Kitchen,4.9,20.176839834825802
pfxx834463999,26,22.32,73.17,22.45,73.3,2022-04-04,1900-01-01 19:40:00,1900-01-01 19:55:00,Windy,jam,motorcycle ,Metropolitian ,170,Skincare,4.6,19.68780388809535
xhyr775897961,35,0.0,0.0,0.06,0.06,2022-03-28,1900-01-01 19:50:00,1900-01-01 19:55:00,Sandstorms,jam,van,Urban ,130,Snacks,4.5,9.435214569886142
qapt620065284,35,22.552672,88.352885,22.592672,88.392885,2022-02-17,1900-01-01 16:15:00,1900-01-01 16:25:00,Stormy,medium,scooter ,Metropolitian ,155,Kitchen,5.0,6.054006439286877
lstm049022839,26,10.994136,76.963303,11.054136,77.023303,2022-03-03,1900-01-01 18:45:00,1900-01-01 18:55:00,Fog,medium,scooter ,Urban ,95,Sports,4.8,9.348565188843082
grub684768543,25,12.297954,76.665169,12.307954,76.675169,2022-03-01,1900-01-01 09:20:00,1900-01-01 09:25:00,Windy,low,motorcycle ,Metropolitian ,80,Home,4.4,1.5545838103708332
okix690008003,26,19.874103,75.368419,19.894103,75.388419,2022-02-15,1900-01-01 09:40:00,1900-01-01 09:45:00,Sandstorms,low,motorcycle ,Metropolitian ,120,Shoes,4.4,3.0527610739551863
qulw092600442,21,22.538731,88.364878,22.668731,88.494878,2022-02-14,1900-01-01 21:10:00,1900-01-01 21:15:00,Sunny,jam,scooter ,Urban ,55,Shoes,4.6,19.67347622506429
lgyn057448138,20,22.695207,75.866059,22.785207,75.956059,2022-03-16,1900-01-01 20:10:00,1900-01-01 20:25:00,Stormy,jam,scooter ,Metropolitian ,125,Books,4.8,13.613869130091379
cdzs984508907,39,22.311844,73.165081,22.391844,73.245081,2022-03-20,1900-01-01 20:55:00,1900-01-01 21:00:00,Sunny,jam,motorcycle ,Other,200,Apparel,4.4,12.116902923146997
