Order_ID,Agent_Age,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Agent_Rating
crel423783635,34,18.569156,73.774723,18.599156,73.804723,2022-03-17,1900-01-01 17:20:00,1900-01-01 17:30:00,Sandstorms,medium,motorcycle ,Metropolitian ,190,Snacks,4.1
soeg154660146,22,9.985497,76.276999,10.115497,76.406999,2022-02-14,1900-01-01 18:25:00,1900-01-01 18:35:00,Windy,medium,scooter ,Metropolitian ,120,Cosmetics,4.8
qbds527695150,21,21.160522,72.771477,21.190522,72.801477,2022-03-03,1900-01-01 18:25:00,1900-01-01 18:35:00,Stormy,medium,scooter ,Metropolitian ,25,Grocery,4.7
chie747779021,25,30.885814,75.786976,30.915814,75.816976,2022-02-11,1900-01-01 23:55:00,1900-01-01 00:00:00,Sunny,low,scooter ,Other,95,Outdoors,4.8
lfza093027418,24,11.003008,76.97544,11.093008,77.06544,2022-03-12,1900-01-01 21:30:00,1900-01-01 21:35:00,Cloudy,jam,scooter ,Urban ,200,Pet Supplies,4.4
cexu168374219,27,11.021278,76.995017,11.091278,77.065017,2022-04-06,1900-01-01 22:10:00,1900-01-01 22:15:00,Windy,low,motorcycle ,Urban ,115,Sports,5.0
niyo669689518,33,11.000762,76.981876,11.080762,77.061876,2022-03-29,1900-01-01 19:25:00,1900-01-01 19:40:00,Cloudy,jam,scooter ,Metropolitian ,200,Kitchen,4.6
gtbm716431183,22,12.98041,77.640489,13.09041,77.750489,2022-04-06,1900-01-01 22:45:00,1900-01-01 22:50:00,Sunny,low,scooter ,Metropolitian ,205,Books,3.1
biir394246009,24,17.450851,78.379347,17.490851,78.419347,2022-03-26,1900-01-01 12:45:00,1900-01-01 12:55:00,Stormy,high,motorcycle ,Metropolitian ,120,Home,4.8
hwbf143631507,20,13.058616,80.264151,13.098616,80.304151,2022-03-19,1900-01-01 15:35:00,1900-01-01 15:50:00,Sunny,medium,scooter ,Metropolitian ,60,Pet Supplies,4.6
jpof890882844,26,19.121999,72.908493,19.171999,72.958493,2022-03-01,1900-01-01 19:10:00,1900-01-01 19:15:00,Cloudy,jam,scooter ,Metropolitian ,100,Sports,4.5
lrri260798214,36,11.02091,76.940432,11.03091,76.950432,2022-03-26,1900-01-01 11:00:00,1900-01-01 11:10:00,Sandstorms,low,motorcycle ,Metropolitian ,100,Cosmetics,4.6
xnal634390748,32,21.175104,72.804342,21.265104,72.894342,2022-03-06,1900-01-01 22:10:00,1900-01-01 22:25:00,Sandstorms,low,motorcycle ,Metropolitian ,105,Jewelry,4.9
qpxp897838656,33,30.361281,78.068022,30.501281,78.208022,2022-02-12,1900-01-01 23:20:00,1900-01-01 23:30:00,Fog,low,motorcycle ,Urban ,150,Electronics,4.8
gigz794548976,37,21.170798,72.790489,21.220798,72.840489,2022-03-17,1900-01-01 18:40:00,1900-01-01 18:55:00,Sunny,medium,motorcycle ,Metropolitian ,120,Apparel,4.9
czjw338778127,36,13.054347,80.257221,13.134347,80.337221,2022-03-02,1900-01-01 17:25:00,1900-01-01 17:40:00,Sunny,medium,scooter ,Metropolitian ,80,Kitchen,4.7
khgr492852623,39,26.905287,75.794592,27.015287,75.904592,2022-03-29,1900-01-01 20:50:00,1900-01-01 21:05:00,Fog,jam,motorcycle ,Metropolitian ,205,Books,4.6
oezy975637631,38,19.065838,72.832658,19.105838,72.872658,2022-03-13,1900-01-01 15:25:00,1900-01-01 15:40:00,Cloudy,medium,motorcycle ,Urban ,75,Books,4.6
geyv379784996,23,13.045479,80.23311,13.125479,80.31311,2022-03-27,1900-01-01 20:35:00,1900-01-01 20:50:00,Windy,jam,motorcycle ,Metropolitian ,110,Books,4.7
fljx430335061,30,18.536718,73.830327,18.586718,73.880327,2022-03-24,1900-01-01 20:10:00,1900-01-01 20:25:00,Windy,jam,motorcycle ,Metropolitian ,44,Grocery,4.7
eurq496537657,28,18.994237,72.825553,19.004237,72.835553,2022-04-05,1900-01-01 09:00:00,1900-01-01 09:05:00,Sunny,low,motorcycle ,Metropolitian ,50,Home,4.7
zvad736846047,28,18.636215,73.751081,18.646215,73.761081,2022-03-05,1900-01-01 08:40:00,1900-01-01 08:45:00,Sunny,low,motorcycle ,Metropolitian ,80,Snacks,4.9
abqs541661404,30,19.121999,72.908493,19.131999,72.918493,2022-03-26,1900-01-01 10:10:00,1900-01-01 10:20:00,Windy,low,motorcycle ,Metropolitian ,145,Outdoors,4.1
ewuh817538675,34,22.75004,75.902847,22.86004,76.012847,2022-03-06,1900-01-01 17:25:00,1900-01-01 17:30:00,Fog,medium,van,Metropolitian ,215,Skincare,4.9
zwdb751231266,35,26.902908,75.792934,26.962908,75.852934,2022-03-17,1900-01-01 18:55:00,1900-01-01 19:05:00,Windy,medium,scooter ,Urban ,170,Electronics,5.0
zlns816481551,39,22.307898,73.167788,22.347898,73.207788,2022-03-09,1900-01-01 16:55:00,1900-01-01 17:00:00,Stormy,medium,motorcycle ,Metropolitian ,125,Electronics,4.6
ndma949798698,38,11.003008,76.97544,11.133009,77.10544,2022-03-23,1900-01-01 21:40:00,1900-01-01 21:50:00,Sunny,jam,motorcycle ,Metropolitian ,165,Home,3.8
wycj302354216,36,19.131141,72.813074,19.26114,72.943074,2022-03-23,1900-01-01 21:35:00,1900-01-01 21:40:00,Fog,jam,scooter ,Metropolitian ,225,Outdoors,4.6
bbhz772774064,33,0.0,0.0,0.04,0.04,2022-03-30,1900-01-01 14:15:00,1900-01-01 14:25:00,Sandstorms,high,motorcycle ,Metropolitian ,33,Grocery,4.0
zuxw208317367,36,18.546258,73.904337,18.626258,73.984337,2022-03-10,1900-01-01 21:25:00,1900-01-01 21:40:00,Sandstorms,jam,motorcycle ,Urban ,255,Sports,4.4
wemz692120487,37,23.359194,85.325447,23.369194,85.335447,2022-03-01,1900-01-01 10:40:00,1900-01-01 10:55:00,Fog,low,motorcycle ,Urban ,85,Snacks,4.6
lirb724946963,24,11.026117,76.944652,11.106117,77.024652,2022-03-10,1900-01-01 18:20:00,1900-01-01 18:25:00,Sandstorms,medium,scooter ,Urban ,130,Home,4.8
rmzg289720110,21,0.0,0.0,0.09,0.09,2022-03-10,1900-01-01 17:25:00,1900-01-01 17:35:00,Fog,medium,van,Metropolitian ,190,Outdoors,4.3
noje730051547,32,0.0,0.0,0.02,0.02,2022-03-07,1900-01-01 08:10:00,1900-01-01 08:25:00,Sandstorms,low,scooter ,Metropolitian ,100,Kitchen,4.8
gfqy492564407,30,17.451976,78.385883,17.461976,78.395883,2022-04-01,1900-01-01 09:20:00,1900-01-01 09:30:00,Stormy,low,motorcycle ,Metropolitian ,100,Home,4.8
lazk867331051,20,19.121999,72.908493,19.231999,73.018493,2022-04-02,1900-01-01 17:40:00,1900-01-01 17:50:00,Cloudy,medium,motorcycle ,Metropolitian ,160,Home,4.4
pljr769293323,37,12.304569,76.643622,12.374569,76.713622,2022-03-04,1900-01-01 23:00:00,1900-01-01 23:05:00,Stormy,low,scooter ,Metropolitian ,130,Clothing,4.8
gmlw781035508,30,12.352058,76.60665,12.432058,76.68665,2022-03-08,1900-01-01 23:20:00,1900-01-01 23:35:00,Windy,low,motorcycle ,Metropolitian ,145,Kitchen,4.7
qiyd462941127,21,13.027018,80.254791,13.087018,80.314791,2022-04-01,1900-01-01 19:40:00,1900-01-01 19:50:00,Sunny,jam,motorcycle ,Metropolitian ,250,Clothing,3.7
uqaq370108161,32,0.0,0.0,0.13,0.13,2022-03-08,1900-01-01 20:00:00,1900-01-01 20:15:00,Windy,jam,scooter ,Other,190,Jewelry,3.9
rury608997659,21,13.066762,80.251865,13.106762,80.291865,2022-03-26,1900-01-01 12:20:00,1900-01-01 12:30:00,Stormy,high,van,Urban ,85,Kitchen,4.8
fqol427302771,20,19.091458,72.827808,19.101458,72.837808,2022-03-28,1900-01-01 11:35:00,1900-01-01 11:50:00,Cloudy,high,motorcycle ,Metropolitian ,135,Clothing,4.8
qgtb273295710,22,12.316967,76.603067,12.426967,76.713067,2022-03-04,1900-01-01 21:15:00,1900-01-01 21:25:00,Stormy,jam,motorcycle ,Metropolitian ,145,Toys,4.7
perr499621097,36,23.264015,77.408236,23.344015,77.488236,2022-02-18,1900-01-01 20:20:00,1900-01-01 20:35:00,Cloudy,jam,motorcycle ,Metropolitian ,220,Jewelry,4.5
rbip283348847,30,15.561295,73.749478,15.651295,73.839478,2022-02-12,1900-01-01 23:25:00,1900-01-01 23:35:00,Fog,low,scooter ,Urban ,175,Pet Supplies,3.8
vzua593691462,25,23.266261,77.379605,23.336261,77.449605,2022-02-16,1900-01-01 23:25:00,1900-01-01 23:30:00,Sunny,low,motorcycle ,Metropolitian ,140,Snacks,4.7
nlic392068877,33,0.0,0.0,0.09,0.09,2022-03-27,1900-01-01 22:30:00,1900-01-01 22:45:00,Fog,low,motorcycle ,Metropolitian ,135,Kitchen,4.8
gsvz835554553,38,22.695207,75.866059,22.705207,75.876059,2022-03-11,1900-01-01 09:30:00,1900-01-01 09:40:00,Stormy,low,motorcycle ,Urban ,120,Clothing,4.3
wjxy086755900,35,23.214294,77.435361,23.344294,77.565361,2022-02-16,1900-01-01 22:50:00,1900-01-01 22:55:00,Cloudy,low,motorcycle ,Urban ,210,Toys,4.1
ivpa724247041,24,12.972532,77.608179,13.002532,77.638179,2022-04-03,1900-01-01 17:35:00,1900-01-01 17:40:00,Fog,medium,scooter ,Urban ,65,Books,4.6
cdjj772199500,33,23.359407,85.325055,23.419407,85.385055,2022-03-17,1900-01-01 17:40:00,1900-01-01 17:50:00,Sandstorms,medium,motorcycle ,Metropolitian ,135,Books,4.9
qtcu549262197,32,12.323194,76.630583,12.453194,76.760583,2022-03-29,1900-01-01 22:35:00,1900-01-01 22:50:00,Windy,low,motorcycle ,Metropolitian ,140,Apparel,4.5
zdnm751640459,20,17.431477,78.40035,17.521477,78.49035,2022-03-25,1900-01-01 18:35:00,1900-01-01 18:45:00,Sandstorms,medium,motorcycle ,Other,165,Jewelry,4.2
fevf147208537,23,19.121999,72.908493,19.201999,72.988493,2022-03-31,1900-01-01 17:20:00,1900-01-01 17:35:00,Windy,medium,scooter ,Urban ,100,Apparel,4.6
vfpj071748524,23,21.186608,72.794136,21.216608,72.824136,2022-03-19,1900-01-01 21:20:00,1900-01-01 21:25:00,Windy,jam,van,Urban ,80,Jewelry,4.7
htiw494648812,39,30.346994,78.062543,30.416994,78.132543,2022-02-14,1900-01-01 18:00:00,1900-01-01 18:05:00,Cloudy,medium,motorcycle ,Metropolitian ,185,Sports,4.6
qeqq728186358,25,17.458998,78.500366,17.468998,78.510366,2022-03-03,1900-01-01 11:15:00,1900-01-01 11:30:00,Cloudy,high,motorcycle ,Urban ,130,Electronics,5.0
syld710992921,27,21.186438,72.794115,21.296438,72.904115,2022-03-08,1900-01-01 18:00:00,1900-01-01 18:05:00,Fog,medium,van,Metropolitian ,165,Outdoors,4.1
vspm648747481,33,11.022298,76.998349,11.042298,77.018349,2022-03-13,1900-01-01 09:15:00,1900-01-01 09:25:00,Sunny,low,motorcycle ,Metropolitian ,120,Cosmetics,4.7
dpfm586616832,21,18.994049,72.825203,19.034049,72.865203,2022-03-28,1900-01-01 16:40:00,1900-01-01 16:55:00,Sunny,medium,motorcycle ,Metropolitian ,80,Shoes,4.5
hjvt614337681,39,0.0,0.0,0.03,0.03,2022-03-09,1900-01-01 22:45:00,1900-01-01 23:00:00,Sunny,low,motorcycle ,Metropolitian ,145,Books,4.7
yhoq132403771,29,11.001852,76.976268,11.111852,77.086268,2022-03-02,1900-01-01 20:35:00,1900-01-01 20:40:00,Windy,jam,motorcycle ,Urban ,120,Skincare,4.7
ktaj441007501,25,13.054347,80.257221,13.184347,80.387221,2022-03-23,1900-01-01 18:40:00,1900-01-01 18:45:00,Stormy,medium,motorcycle ,Metropolitian ,125,Cosmetics,4.6
dyei026194050,29,10.027014,76.308053,10.067014,76.348053,2022-02-17,1900-01-01 13:20:00,1900-01-01 13:35:00,Fog,high,scooter ,Metropolitian ,130,Sports,4.7
thsl750613768,34,18.546258,73.904337,18.626258,73.984337,2022-03-14,1900-01-01 22:40:00,1900-01-01 22:55:00,Sandstorms,low,motorcycle ,Metropolitian ,135,Jewelry,5.0
gdon863841297,34,21.149669,72.772629,21.279669,72.902629,2022-03-27,1900-01-01 20:40:00,1900-01-01 20:55:00,Fog,jam,scooter ,Metropolitian ,210,Shoes,4.6
kxat721434811,33,19.065838,72.832658,19.075838,72.842658,2022-03-26,1900-01-01 08:55:00,1900-01-01 09:10:00,Windy,low,motorcycle ,Metropolitian ,135,Toys,5.0
ircz563519316,27,9.979363,76.285001,10.069363,76.375001,2022-02-16,1900-01-01 18:50:00,1900-01-01 19:05:00,Windy,medium,motorcycle ,Urban ,105,Clothing,4.6
ceti487463119,27,26.913483,75.803139,26.973483,75.863139,2022-03-13,1900-01-01 22:35:00,1900-01-01 22:40:00,Windy,low,motorcycle ,Metropolitian ,60,Skincare,4.7
isil629379093,24,12.323225,76.630028,12.383225,76.690028,2022-03-15,1900-01-01 21:30:00,1900-01-01 21:35:00,Sunny,jam,motorcycle ,Metropolitian ,270,Skincare,4.5
qsbz746027087,25,23.374878,85.335739,23.434878,85.395739,2022-04-03,1900-01-01 18:55:00,1900-01-01 19:00:00,Stormy,medium,motorcycle ,Metropolitian ,110,Clothing,4.9
yjvg448676646,23,13.066762,80.251865,13.116762,80.301865,2022-04-01,1900-01-01 17:30:00,1900-01-01 17:40:00,Sunny,medium,motorcycle ,Urban ,65,Home,4.9
lmui964486050,27,23.234249,77.434007,23.264249,77.464007,2022-02-17,1900-01-01 21:45:00,1900-01-01 21:50:00,Sandstorms,jam,motorcycle ,Metropolitian ,175,Books,4.3
arsb910440313,29,12.979096,77.640625,12.989096,77.650625,2022-03-03,1900-01-01 09:00:00,1900-01-01 09:15:00,Fog,low,motorcycle ,Other,120,Electronics,4.5
yfvu115921575,24,22.761226,75.887522,22.891226,76.017522,2022-03-04,1900-01-01 22:20:00,1900-01-01 22:25:00,Stormy,low,motorcycle ,Metropolitian ,95,Jewelry,4.9
uaqb302060553,27,15.496162,73.825364,15.586162,73.915364,2022-02-12,1900-01-01 20:20:00,1900-01-01 20:35:00,Fog,jam,scooter ,Metropolitian ,205,Toys,4.6
mbwe864006841,24,11.024839,77.007003,11.084839,77.067003,2022-03-26,1900-01-01 20:15:00,1900-01-01 20:30:00,Sandstorms,jam,motorcycle ,Urban ,85,Pet Supplies,4.7
tvcr024935468,32,21.186438,72.794115,21.266438,72.874115,2022-03-18,1900-01-01 23:00:00,1900-01-01 23:10:00,Windy,low,van,Metropolitian ,135,Outdoors,4.9
jxfk765653997,28,22.311603,73.165012,22.371603,73.225012,2022-03-28,1900-01-01 22:55:00,1900-01-01 23:00:00,Sunny,low,motorcycle ,Metropolitian ,95,Apparel,4.7
wnue338763799,24,12.972793,80.249982,13.042793,80.319982,2022-03-25,1900-01-01 23:15:00,1900-01-01 23:30:00,Windy,low,scooter ,Metropolitian ,70,Sports,4.9
jcsl021982140,21,26.910262,75.783013,26.920262,75.793013,2022-03-09,1900-01-01 09:15:00,1900-01-01 09:25:00,Stormy,low,scooter ,Urban ,90,Pet Supplies,4.6
qswz479885333,23,22.732225,75.874765,22.812225,75.954765,2022-03-25,1900-01-01 20:45:00,1900-01-01 21:00:00,Cloudy,jam,motorcycle ,Metropolitian ,220,Cosmetics,4.5
ftpw702197223,37,26.90519,75.810753,26.95519,75.860753,2022-03-17,1900-01-01 18:15:00,1900-01-01 18:25:00,Stormy,medium,scooter ,Metropolitian ,170,Pet Supplies,4.2
kffc936206295,22,17.440827,78.393391,17.450827,78.403391,2022-03-21,1900-01-01 10:55:00,1900-01-01 11:10:00,Cloudy,low,scooter ,Metropolitian ,60,Sports,4.9
nbqi254199343,33,18.569156,73.774723,18.649156,73.854723,2022-04-06,1900-01-01 23:10:00,1900-01-01 23:15:00,Sunny,low,scooter ,Urban ,125,Books,4.8
pkph071291180,32,9.970717,76.285447,10.050717,76.365447,2022-02-12,1900-01-01 19:25:00,1900-01-01 19:35:00,Sandstorms,jam,scooter ,Metropolitian ,195,Sports,3.6
crlx359093566,38,26.90294,75.793007,26.96294,75.853007,2022-03-11,1900-01-01 17:20:00,1900-01-01 17:30:00,Cloudy,medium,scooter ,Metropolitian ,80,Jewelry,5.0
wwwl087024185,24,23.416792,85.316842,23.426792,85.326842,2022-03-01,1900-01-01 11:10:00,1900-01-01 11:15:00,Sandstorms,high,scooter ,Metropolitian ,125,Cosmetics,4.5
ujmz654878794,35,0.0,0.0,0.09,0.09,2022-02-12,1900-01-01 21:40:00,1900-01-01 21:55:00,Stormy,jam,motorcycle ,Metropolitian ,260,Kitchen,5.0
qbal608363909,32,10.994136,76.963303,11.084136,77.053303,2022-04-06,1900-01-01 19:50:00,1900-01-01 20:05:00,Stormy,jam,scooter ,Metropolitian ,135,Jewelry,4.9
lwkc323060104,20,26.902908,75.792934,26.952908,75.842934,2022-03-28,1900-01-01 21:00:00,1900-01-01 21:15:00,Fog,jam,motorcycle ,Urban ,130,Pet Supplies,4.6
tddr027698889,37,23.357804,85.325146,23.467804,85.435146,2022-04-02,1900-01-01 20:45:00,1900-01-01 20:50:00,Windy,jam,motorcycle ,Metropolitian ,205,Outdoors,4.2
lugj202583450,27,12.98041,77.640489,13.11041,77.770489,2022-03-04,1900-01-01 20:50:00,1900-01-01 21:05:00,Windy,jam,scooter ,Metropolitian ,130,Apparel,4.8
wvue673965104,28,11.025083,77.015393,11.135083,77.125393,2022-03-06,1900-01-01 19:45:00,1900-01-01 20:00:00,Stormy,jam,motorcycle ,Metropolitian ,130,Outdoors,4.9
yape907417460,38,13.081878,80.248519,13.151878,80.318519,2022-03-02,1900-01-01 17:20:00,1900-01-01 17:35:00,Fog,medium,motorcycle ,Metropolitian ,215,Books,4.3
nnbn656338239,31,17.429585,78.392621,17.469585,78.432621,2022-03-09,1900-01-01 14:15:00,1900-01-01 14:25:00,Stormy,high,motorcycle ,Metropolitian ,235,Kitchen,4.6
ifxu982300925,38,22.725748,75.898497,22.835748,76.008497,2022-03-31,1900-01-01 20:40:00,1900-01-01 20:45:00,Sandstorms,jam,motorcycle ,Metropolitian ,205,Pet Supplies,4.8
cyqv099297669,26,12.978453,77.643685,13.058453,77.723685,2022-03-08,1900-01-01 21:55:00,1900-01-01 22:05:00,Fog,jam,scooter ,Metropolitian ,200,Electronics,4.6
nljz410807560,39,17.45971,78.368855,17.48971,78.398855,2022-04-01,1900-01-01 21:20:00,1900-01-01 21:30:00,Sunny,jam,motorcycle ,Metropolitian ,100,Clothing,4.9
mlqe930415651,26,23.351058,85.325731,23.381058,85.355731,2022-03-01,1900-01-01 18:25:00,1900-01-01 18:35:00,Cloudy,medium,scooter ,Metropolitian ,95,Kitchen,4.7
jqjz040630974,31,19.065838,72.832658,19.115838,72.882658,2022-03-24,1900-01-01 23:35:00,1900-01-01 23:40:00,Stormy,low,scooter ,Metropolitian ,145,Toys,4.5
fohn783386348,35,13.02978,80.208812,13.09978,80.278812,2022-03-02,1900-01-01 21:20:00,1900-01-01 21:30:00,Windy,jam,scooter ,Metropolitian ,195,Electronics,4.4
ouez486057276,38,23.355164,85.324097,23.415164,85.384097,2022-03-26,1900-01-01 18:50:00,1900-01-01 18:55:00,Sandstorms,medium,scooter ,Metropolitian ,170,Snacks,4.8
weop356341562,34,30.327968,78.046106,30.467968,78.186106,2022-02-12,1900-01-01 20:25:00,1900-01-01 20:30:00,Stormy,jam,van,Metropolitian ,150,Home,4.9
xeau718397865,34,19.176269,72.836721,19.286269,72.946721,2022-04-02,1900-01-01 22:50:00,1900-01-01 23:05:00,Stormy,low,scooter ,Urban ,100,Snacks,4.6
xown628649973,36,12.914264,77.6784,12.954264,77.7184,2022-03-13,1900-01-01 14:45:00,1900-01-01 14:55:00,Windy,high,motorcycle ,Metropolitian ,130,Outdoors,4.6
enyy231080655,26,17.451976,78.385883,17.521976,78.455883,2022-03-27,1900-01-01 19:40:00,1900-01-01 19:55:00,Windy,jam,scooter ,Metropolitian ,90,Cosmetics,4.7
qtpb263391509,26,19.178321,72.834715,19.208321,72.864715,2022-03-09,1900-01-01 18:35:00,1900-01-01 18:40:00,Cloudy,medium,motorcycle ,Metropolitian ,125,Home,4.9
oeaz173841883,26,26.90519,75.810753,26.94519,75.850753,2022-03-03,1900-01-01 15:00:00,1900-01-01 15:10:00,Sandstorms,high,motorcycle ,Other,75,Snacks,5.0
thlf960450570,35,10.028047,76.310019,10.068047,76.350019,2022-02-11,1900-01-01 14:20:00,1900-01-01 14:30:00,Fog,high,scooter ,Metropolitian ,180,Shoes,5.0
ucsq265749736,25,21.157729,72.768726,21.247729,72.858726,2022-03-23,1900-01-01 17:45:00,1900-01-01 17:55:00,Windy,medium,motorcycle ,Metropolitian ,80,Books,4.6
oqnb189848710,26,23.333017,85.3172,23.413017,85.3972,2022-03-20,1900-01-01 19:10:00,1900-01-01 19:25:00,Sunny,jam,motorcycle ,Metropolitian ,105,Toys,4.7
pjfy257390397,32,26.902908,75.792934,26.922908,75.812934,2022-03-05,1900-01-01 11:40:00,1900-01-01 11:50:00,Sandstorms,high,motorcycle ,Urban ,160,Apparel,4.3
tked433746594,27,0.0,0.0,0.01,0.01,2022-02-11,1900-01-01 08:40:00,1900-01-01 08:55:00,Cloudy,low,van,Urban ,55,Electronics,4.7
kjpp858660850,20,12.323194,76.630583,12.373194,76.680583,2022-03-09,1900-01-01 23:10:00,1900-01-01 23:25:00,Stormy,low,scooter ,Urban ,50,Electronics,4.8
zvjn746172325,37,18.530963,73.828972,18.570963,73.868972,2022-04-03,1900-01-01 15:25:00,1900-01-01 15:40:00,Sunny,medium,motorcycle ,Metropolitian ,23,Grocery,5.0
syvj669856018,36,23.354422,85.3329,23.404422,85.3829,2022-03-26,1900-01-01 21:45:00,1900-01-01 21:50:00,Cloudy,jam,motorcycle ,Metropolitian ,125,Jewelry,4.6
pijm527291773,33,12.935662,77.61413,13.045662,77.72413,2022-03-23,1900-01-01 17:20:00,1900-01-01 17:25:00,Fog,medium,scooter ,Metropolitian ,180,Home,4.4
ruee100151611,39,12.934365,77.616155,12.944365,77.626155,2022-03-11,1900-01-01 09:25:00,1900-01-01 09:40:00,Sunny,low,scooter ,Urban ,90,Shoes,5.0
bteq855312657,23,13.091809,80.219104,13.171809,80.299104,2022-03-16,1900-01-01 23:30:00,1900-01-01 23:45:00,Fog,low,motorcycle ,Urban ,120,Sports,4.7
iogt669596468,21,12.321214,76.621094,12.361214,76.661094,2022-03-01,1900-01-01 13:45:00,1900-01-01 13:55:00,Sunny,high,motorcycle ,Metropolitian ,265,Jewelry,4.1
czoz990324199,27,18.533811,73.899315,18.593811,73.959315,2022-03-30,1900-01-01 19:55:00,1900-01-01 20:00:00,Sunny,jam,motorcycle ,Metropolitian ,255,Cosmetics,3.5
lcki850151823,30,12.297954,76.665169,12.427954,76.795169,2022-03-12,1900-01-01 20:25:00,1900-01-01 20:30:00,Sunny,jam,scooter ,Metropolitian ,115,Skincare,4.6
errg879075930,24,12.972793,80.249982,12.982793,80.259982,2022-04-05,1900-01-01 11:10:00,1900-01-01 11:15:00,Cloudy,high,scooter ,Urban ,100,Apparel,4.6
nhpx028677841,28,0.0,0.0,0.04,0.04,2022-03-21,1900-01-01 14:35:00,1900-01-01 14:50:00,Sandstorms,high,scooter ,Urban ,85,Snacks,4.8
jpou654965948,25,0.0,0.0,0.13,0.13,2022-03-02,1900-01-01 19:50:00,1900-01-01 20:00:00,Stormy,jam,scooter ,Urban ,135,Sports,5.0
dbve468302250,24,23.374878,85.335739,23.424878,85.385739,2022-04-03,1900-01-01 18:50:00,1900-01-01 19:00:00,Windy,medium,van,Metropolitian ,140,Sports,4.6
clws429861604,23,12.970221,77.645396,13.030221,77.705396,2022-03-21,1900-01-01 20:20:00,1900-01-01 20:25:00,Stormy,jam,scooter ,Metropolitian ,95,Sports,4.5
fipz632987474,20,17.41233,78.449654,17.48233,78.519654,2022-04-02,1900-01-01 17:20:00,1900-01-01 17:25:00,Sandstorms,medium,motorcycle ,Urban ,165,Home,4.2
jwkh904468915,32,19.207222,72.972281,19.227222,72.992281,2022-04-05,1900-01-01 11:10:00,1900-01-01 11:20:00,Sandstorms,high,motorcycle ,Metropolitian ,125,Cosmetics,4.8
fepw836004898,36,0.0,0.0,0.13,0.13,2022-02-16,1900-01-01 19:20:00,1900-01-01 19:25:00,Windy,jam,scooter ,Metropolitian ,190,Shoes,3.8
upcn840731615,21,17.483216,78.552111,17.503216,78.572111,2022-03-03,1900-01-01 11:25:00,1900-01-01 11:40:00,Sunny,high,scooter ,Urban ,60,Cosmetics,4.8
hejz533304800,31,19.254567,72.848923,19.274567,72.868923,2022-03-30,1900-01-01 08:50:00,1900-01-01 09:05:00,Sandstorms,low,scooter ,Metropolitian ,105,Shoes,4.9
fjbb449191116,38,23.351058,85.325731,23.401058,85.375731,2022-03-13,1900-01-01 17:55:00,1900-01-01 18:00:00,Sandstorms,medium,scooter ,Metropolitian ,130,Sports,4.9
gocm083111223,24,12.934365,77.616155,12.984365,77.666155,2022-03-24,1900-01-01 20:15:00,1900-01-01 20:30:00,Cloudy,jam,scooter ,Urban ,140,Pet Supplies,4.5
rxso121845823,24,0.0,0.0,0.11,0.11,2022-04-02,1900-01-01 18:55:00,1900-01-01 19:05:00,Cloudy,medium,motorcycle ,Urban ,150,Outdoors,4.5
rmwe490703127,20,26.956431,75.776649,27.046431,75.866649,2022-03-08,1900-01-01 22:55:00,1900-01-01 23:05:00,Cloudy,low,scooter ,Urban ,29,Grocery,4.7
oqol585550566,23,12.323994,76.626167,12.363994,76.666167,2022-04-03,1900-01-01 12:10:00,1900-01-01 12:15:00,Sandstorms,high,scooter ,Metropolitian ,140,Sports,5.0
qpar347071208,20,18.927584,72.832585,19.057584,72.962585,2022-03-25,1900-01-01 18:10:00,1900-01-01 18:15:00,Cloudy,medium,motorcycle ,Metropolitian ,205,Shoes,4.9
zomb706466123,29,18.536718,73.830327,18.626718,73.920327,2022-03-10,1900-01-01 20:10:00,1900-01-01 20:15:00,Stormy,jam,motorcycle ,Metropolitian ,140,Snacks,4.8
ftmk297859724,30,12.310972,76.659264,12.440972,76.789264,2022-04-02,1900-01-01 17:55:00,1900-01-01 18:10:00,Sandstorms,medium,motorcycle ,Metropolitian ,135,Electronics,4.6
zpje100693271,27,23.416792,85.316842,23.446792,85.346842,2022-03-26,1900-01-01 17:40:00,1900-01-01 17:45:00,Sunny,medium,motorcycle ,Metropolitian ,19,Grocery,4.8
srtd262637455,22,12.970221,77.645396,13.060221,77.735396,2022-03-20,1900-01-01 19:30:00,1900-01-01 19:35:00,Fog,jam,motorcycle ,Metropolitian ,175,Apparel,4.6
dwgu589584877,34,18.56245,73.916619,18.57245,73.926619,2022-03-11,1900-01-01 11:00:00,1900-01-01 11:05:00,Windy,low,scooter ,Metropolitian ,140,Outdoors,4.9
ifwf630392674,21,18.546258,73.904337,18.606258,73.964337,2022-03-21,1900-01-01 22:25:00,1900-01-01 22:30:00,Fog,low,motorcycle ,Metropolitian ,100,Toys,5.0
dlvw644909106,39,10.020683,76.310631,10.080683,76.370631,2022-02-11,1900-01-01 19:55:00,1900-01-01 20:05:00,Sunny,jam,scooter ,Urban ,110,Cosmetics,4.9
dfgr441487763,27,23.355164,85.324097,23.375164,85.344097,2022-03-05,1900-01-01 11:20:00,1900-01-01 11:30:00,Stormy,high,scooter ,Urban ,85,Sports,4.8
lswh238601863,24,22.311844,73.165081,22.371844,73.225081,2022-03-09,1900-01-01 23:55:00,1900-01-01 00:00:00,Sandstorms,low,motorcycle ,Metropolitian ,90,Outdoors,4.4
